OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Estimated_Installation_Efficiency,Unit_installation_price,Date_added,aoi,Roof_quality,solar_panels,Comment
11248,75f7f255-addc-4518-914f-c6e00380ab49,SouthAfrica,20.99,9.53,1.85,3046.51,Single-family residential,31.71,2.27,1648.38,145.11,,,Middelburg,,,
11249,a35c7881-73e4-443e-804a-7a0e002abdd0,SouthAfrica,47.76,24.33,4.72,6087,Single-family residential,24.4,2.88,1289.5,127.46,,,Middelburg,,,
11250,81c8804f-c119-4110-883e-6f1738f5db70,SouthAfrica,75.07,18.3,3.55,5104.48,Single-family residential,22.76,2.54,1439.37,68,,,Middelburg,,,
11251,f29c2da1-a393-4b1d-9cb9-1a9b7eb9ff75,SouthAfrica,49.34,23.47,4.55,7959.49,Single-family residential,23.75,2.11,1748,161.32,,,Middelburg,,,
11252,4fd92dd3-faef-4416-a07e-5d4cc94621a7,SouthAfrica,60.16,21.59,4.19,6697.77,Single-family residential,23.7,2.81,1598.87,111.33,,,Middelburg,,,
11253,cce85dcd-029c-4137-8fd8-26f3d5b13451,SouthAfrica,64.88,32.15,6.24,10110.93,Single-family residential,27.17,2.97,1621,155.85,,,Middelburg,,,
11254,94c0c013-7a36-4917-9d60-41ef2d209633,SouthAfrica,49.13,20.37,3.95,4766.95,Single-family residential,24.34,3.33,1206,97.02,,,Middelburg,,,
11255,e10fe0db-db97-4054-a6c9-f49570dfb4da,SouthAfrica,2395.5,1909.07,370.36,556567.44,Public,20.15,5.03,1502.78,232.34,,,Middelburg,,,
11256,bc7e2f11-9d9a-4378-9924-1ed502c6dd81,SouthAfrica,38.13,19.78,3.84,5782.35,Single-family residential,29.37,,1507.1,151.67,,,Middelburg,,,
11257,42daa44a-1131-4a3e-8e9c-79ed1a145704,SouthAfrica,50.75,21.82,4.23,6531.58,Single-family residential,24.05,3.67,1542.64,128.7,,,Middelburg,,,
11258,308d4c71-9bca-44b1-8862-986c85ed34a7,SouthAfrica,42.94,22.15,4.3,5626.51,Single-family residential,23.31,2.63,1309.53,131.04,,,Middelburg,,,
11259,958f6ce7-0166-455f-b204-227cb1794d5a,SouthAfrica,63.77,34.08,6.61,7973.67,Single-family residential,22.23,3.88,1206,125.05,,,Middelburg,,,
11260,46150dff-0e95-4bbd-9afd-68b4c5c67648,SouthAfrica,35.14,18.35,3.56,5352.73,Single-family residential,28.03,,1503.38,152.32,,,Middelburg,,,
11261,e96340ea-db22-4b1d-a18e-6c8dec5d7d17,SouthAfrica,41.51,21.83,4.23,5134.31,Single-family residential,21.98,2.41,1212.54,123.7,,,Middelburg,,,
11262,01980a40-9f7b-41d6-af07-5222c244adc7,SouthAfrica,26.27,11.65,2.26,2936.6,Single-family residential,22.14,,1298.96,111.77,,,Middelburg,,,
11263,4829ca4e-86e9-4913-9c7e-20e3bc6ecec9,SouthAfrica,13.34,5.04,0.98,1410.53,Single-family residential,25.9,,1444.33,105.77,,,Middelburg,,,
11264,9bc1949d-f302-4b7f-9950-5e6a4699f879,SouthAfrica,52.25,21.16,4.1,5637.68,Single-family residential,27.83,3.1,1373.49,107.9,,,Middelburg,,,
11265,be06f9a4-d4cb-483b-bed9-07c50f3ae8ff,SouthAfrica,32,14.29,2.77,4826.1,Single-family residential,24.37,,1740.55,150.82,,,Middelburg,,,
11266,32d04ad6-7562-461a-8b1e-f290021cb25d,SouthAfrica,23.5,10.81,2.1,2974.95,Single-family residential,19.07,2.01,1418.3,126.58,,,Middelburg,,,
11267,e08834c8-51a1-427d-9359-ab405e8b6aa9,SouthAfrica,52.13,21.79,4.23,6584.21,Single-family residential,21.2,3.21,1557.22,126.32,,,Middelburg,,,
11268,2cfca78e-1ba1-4b25-8edb-13aac8c42bbe,SouthAfrica,100.42,60.31,11.7,17906.79,Single-family residential,21.81,2.02,1530.42,178.32,,,Middelburg,,,
11269,390949b7-7180-41b6-8014-f8c5e055d979,SouthAfrica,45.38,20.54,3.99,5932.29,Single-family residential,23.73,2.23,1487.21,130.74,,,Middelburg,,,
11270,ab26df72-4168-4af7-9824-050ae6042201,SouthAfrica,202.36,124.07,24.04,35337.82,Single-family residential,27.3,3.67,1469.67,174.63,,,Middelburg,,,
11271,bcb5b1f9-cc45-47c5-abce-86421d59adbe,SouthAfrica,24.9,6.6,1.28,2124.29,Single-family residential,28.92,2.28,1657.45,85.31,,,Middelburg,,,
11272,7c07a91b-3ae3-4b13-98ee-9197a1d2979f,SouthAfrica,36.65,14.92,2.89,3815.86,Single-family residential,22.79,2.44,1318.31,104.1,,,Middelburg,,,
11273,3068c808-5374-47ad-a049-8e979da85353,SouthAfrica,28.87,13.05,2.53,4372.72,Single-family residential,33.72,,1727.64,151.45,,,Middelburg,,,
11274,0dd21150-e25c-4593-9f7f-d6fc0ee3f450,SouthAfrica,6.85,1.91,0.37,654.85,Single-family residential,0,2.24,1765,95.59,,,Middelburg,,,
11275,04629af7-130f-4c8e-8953-a721f4342f3f,SouthAfrica,49.87,21.88,4.25,5893.54,Single-family residential,24.58,5.83,1388.27,118.18,,,Middelburg,,,
11276,62bad851-eab7-4430-9bd5-5a1967ab4962,SouthAfrica,40.41,4.25,0.83,1224.27,Single-family residential,26.54,,1483.6,30.29,,,Middelburg,,,
11277,2b6a4858-2bde-463d-9248-2e164bab2ac4,SouthAfrica,48.25,13.42,2.61,3903.17,Single-family residential,27.8,2.51,1498.08,80.89,,,Middelburg,,,
11278,013bdaa6-b3ec-43a5-a2ec-9bc7a62ebfdd,SouthAfrica,25.44,11.73,2.28,3945.55,Single-family residential,27.23,,1734,155.1,,,Middelburg,,,
11279,1ef45eb4-b1c3-4677-9679-a6f2a9e83783,SouthAfrica,40.38,20.16,3.91,6518.39,Single-family residential,25.08,2.14,1666.42,161.45,,,Middelburg,,,
11280,ad66e780-fb62-45d0-b9ce-71e913090987,SouthAfrica,27.5,12.79,2.48,3976.1,Single-family residential,21.09,,1602.56,144.59,,,Middelburg,,,
11281,52a05d24-e9dd-46fe-b26c-9d5c5b9258a8,SouthAfrica,52.27,9.77,1.9,2314.73,Single-family residential,27.8,3.65,1221,44.28,,,Middelburg,,,
11282,ac6cc562-6d14-4a80-b8ba-e6ac12f70830,SouthAfrica,58.85,32.78,6.37,10434.99,Single-family residential,20.61,4.09,1639.03,177.33,,,Middelburg,,,
11283,a50ca43b-60f9-416e-8bf6-a44f21d44f6c,SouthAfrica,57.72,31.76,6.16,10671.11,Single-family residential,22.19,3.76,1732,184.89,,,Middelburg,,,
11284,e19625eb-1958-4353-8935-8df112672f43,SouthAfrica,52.95,25.72,4.99,6459.76,Single-family residential,22.48,3.78,1294.54,122.01,,,Middelburg,,,
11285,c9b0eee6-cf3c-4429-9f34-0b23b19150fb,SouthAfrica,22.53,0,0,0,Single-family residential,30.52,,,0,,,Middelburg,,,
11286,6861b15f-d8c4-4e24-929f-f272ae4a9b3e,SouthAfrica,74.78,28.25,5.49,7845.89,Single-family residential,20.18,3.5,1430.18,104.92,,,Middelburg,,,
11287,90b8b88a-a457-4f01-8608-94bdf3007fc7,SouthAfrica,61.78,30.93,6,7276.97,Single-family residential,20.76,,1212.65,117.79,,,Middelburg,,,
11288,305825e3-010d-45ba-bafb-5961666947bb,SouthAfrica,32.36,15.54,3.02,4581.37,Single-family residential,20.78,,1519.25,141.58,,,Middelburg,,,
11289,9182b942-e4ac-41d1-bf59-1db1c4b14003,SouthAfrica,19.35,7.43,1.44,1859.65,Single-family residential,24.21,2.83,1289.5,96.09,,,Middelburg,,,
11290,05af1127-6987-4032-8c87-c7b01f59b484,SouthAfrica,41.53,11.12,2.16,2790.8,Single-family residential,21.38,2,1293.77,67.21,,,Middelburg,,,
11291,11e86efe-5542-4e78-96f5-abf59e463746,SouthAfrica,31.64,14.86,2.89,4483.92,Single-family residential,26,,1553.69,141.71,,,Middelburg,,,
11292,5a2d6357-2dff-4a97-b715-dd7f20b2e345,SouthAfrica,79.97,41.34,8.02,9792.72,Single-family residential,24.4,2.91,1221,122.45,,,Middelburg,,,
11293,4bd7f8f8-8c02-4140-9327-2ba75ab27c18,SouthAfrica,49.2,22.91,4.45,6295.71,Single-family residential,24.07,3.79,1416.24,127.97,,,Middelburg,,,
11294,aec2a7f5-9cb4-4287-95ec-fcfc79e6206d,SouthAfrica,9.19,0,0,0,Single-family residential,29.94,,,0,,,Middelburg,,,
11295,4efaf29c-7501-4ea4-9f8d-e3d333aad945,SouthAfrica,13.07,0,0,0,Single-family residential,31.48,,,0,,,Middelburg,,,
11296,cb80288d-44fe-42cb-ab88-b2f8f93270ba,SouthAfrica,56.88,25.04,4.86,7567.49,Single-family residential,21.59,3.43,1557.8,133.05,,,Middelburg,,,
11297,b6300d87-b677-4fad-a1d6-279b1e754e60,SouthAfrica,12.91,5.03,0.98,1689.18,Single-family residential,30.12,2.1,1730.5,130.86,,,Middelburg,,,
11298,d7afadbc-a98b-4335-87d9-581de2b2bbc0,SouthAfrica,53.26,25.18,4.89,7988.85,Single-family residential,20.43,2,1633.59,150.01,,,Middelburg,,,
11299,204336ac-3e33-45b2-8389-bb6a0d708169,SouthAfrica,19.92,4.86,0.94,1452.48,Single-family residential,20.85,2.08,1540.75,72.91,,,Middelburg,,,
11300,fda0b8eb-bc90-4f93-a878-9bb684db6f8d,SouthAfrica,48,21.93,4.25,5801.36,Single-family residential,21.85,3.56,1363.89,120.86,,,Middelburg,,,
11301,9c5be996-d4bc-4eca-b9ee-df7523f87c27,SouthAfrica,25.33,10.21,1.98,2752.92,Single-family residential,19.82,2.37,1390,108.68,,,Middelburg,,,
11302,e3a18b60-56d0-4c9e-9196-3c0141beb42e,SouthAfrica,32.3,15.01,2.91,4309.85,Single-family residential,21.21,2.94,1480.47,133.44,,,Middelburg,,,
11303,e77459b3-8ca4-4ec7-b7b5-9b374c1df19a,SouthAfrica,47.13,19.54,3.79,5463.77,Single-family residential,23.85,3.57,1441.19,115.94,,,Middelburg,,,
11304,4f23df74-07fa-40c6-988a-dd28a07c19c2,SouthAfrica,25.38,11.7,2.27,3929.78,Single-family residential,24.66,2.66,1732,154.85,,,Middelburg,,,
11305,f63fea4e-69f0-48d2-8fa1-f54e09d32c2d,SouthAfrica,10.97,3.9,0.76,1142.9,Single-family residential,15.6,,1511,104.15,,,Middelburg,,,
11306,870da84f-f2d7-4014-9159-b7723469a4a9,SouthAfrica,49.47,21.1,4.09,6574.72,Single-family residential,18.7,2.89,1606,132.91,,,Middelburg,,,
11307,8d507a1e-90f3-4370-b047-e21068a65f36,SouthAfrica,120.02,73.06,14.17,23419.53,Single-family residential,18.06,3.02,1652.36,195.12,,,Middelburg,,,
11308,3b8a9a73-9391-439d-8132-65b919380a53,SouthAfrica,64.53,24.09,4.67,6102.11,Single-family residential,27.69,2.87,1305.62,94.57,,,Middelburg,,,
11309,d5bc4c95-66e5-42fe-aaf8-22a49686b7b7,SouthAfrica,35.39,8.7,1.69,2446.55,Single-family residential,22.97,,1449.35,69.13,,,Middelburg,,,
11310,402c47be-a00f-401f-90f2-aee50bdb4f7f,SouthAfrica,11.93,4.42,0.86,1038.66,Single-family residential,22.18,,1210.33,87.08,,,Middelburg,,,
11311,a5682d71-bea1-49fb-9de1-615614b959e1,SouthAfrica,178,108.71,21.09,30962.89,Single-family residential,22.57,3.42,1468.18,173.95,,,Middelburg,,,
11312,30ca3083-8009-48a8-a594-f2e6e9b2fb06,SouthAfrica,40.07,21.22,4.12,5377.6,Single-family residential,23.29,3.05,1306.4,134.21,,,Middelburg,,,
11313,a8ed3ed9-3fc4-4703-941a-a36f846a5c86,SouthAfrica,47.52,23.78,4.61,7366.17,Single-family residential,24.28,,1596.85,155.03,,,Middelburg,,,
11314,4f488de6-f5cb-4c01-b4fb-b83696386f20,SouthAfrica,21.77,9.58,1.86,2428.08,Single-family residential,20.38,3.07,1306.4,111.56,,,Middelburg,,,
11315,ad7c6225-4168-470b-9634-4320d2a6fbae,SouthAfrica,65.68,16.9,3.28,5100.13,Single-family residential,25.59,3.9,1555.45,77.65,,,Middelburg,,,
11316,7ca4ec21-90ee-4f90-b4e6-572e6b51c12f,SouthAfrica,25.18,11.79,2.29,3460.28,Single-family residential,21.81,,1513.4,137.4,,,Middelburg,,,
11317,ba8e9313-891f-4934-a7a6-3d8137d54456,SouthAfrica,49.79,26.42,5.12,6644.93,Single-family residential,27.16,,1296.6,133.45,,,Middelburg,,,
11318,6940e72a-9194-41db-b3cc-7c5e14c7b6fb,SouthAfrica,53.13,19.47,3.78,5514.26,Single-family residential,28.07,2.86,1459.56,103.78,,,Middelburg,,,
11319,9502ed83-2d1c-46a5-8f4d-1213145b54a4,SouthAfrica,29.78,14.61,2.84,3674.27,Single-family residential,24.49,3.85,1295.92,123.39,,,Middelburg,,,
11320,f27614e5-1025-46e1-b076-fdb6bc9b9a21,SouthAfrica,41.53,20.46,3.97,5041.43,Single-family residential,24.12,2.06,1270.06,121.38,,,Middelburg,,,
11321,103b1b5c-b539-4e0c-9e5d-f555c3b72098,SouthAfrica,226.75,127.66,24.77,33580.25,Single-family residential,24.9,3.99,1355.88,148.09,,,Middelburg,,,
11322,cd3c9a7b-d979-46a2-b137-0ec6bbd6ea13,SouthAfrica,49.74,26.13,5.07,8054.81,Single-family residential,20.62,3.34,1588.8,161.94,,,Middelburg,,,
11323,97654f04-5f86-4e89-94bc-8562d4d03cd9,SouthAfrica,52.06,15.86,3.08,5141.7,Single-family residential,38.5,,1671.5,98.76,,,Middelburg,,,
11324,e41a4b4b-78ff-471c-9fee-24f9f29a9471,SouthAfrica,26.31,8.71,1.69,2529.61,Single-family residential,19.51,2.65,1495.27,96.13,,,Middelburg,,,
11325,07d71dac-bec0-4df9-a515-b21aefe5dfb4,SouthAfrica,34.63,12.87,2.5,3948.41,Single-family residential,22.82,,1582,114.02,,,Middelburg,,,
11326,8483c2d5-874f-4271-8689-58fc8bf6868c,SouthAfrica,21.96,9.45,1.83,2545.69,Single-family residential,20.31,2.18,1388.99,115.93,,,Middelburg,,,
11327,7881b5c9-6508-411c-9200-3f32072a0bea,SouthAfrica,130.4,76.27,14.8,18095.83,Single-family residential,21.01,5.19,1223,138.77,,,Middelburg,,,
11328,e64b5d77-bcde-4ce5-b350-4e43f1050a4f,SouthAfrica,46.05,23.88,4.63,6794.59,Single-family residential,18.21,2.59,1466.44,147.56,,,Middelburg,,,
11329,ecba50e8-3506-4693-9525-3b1efd814b1d,SouthAfrica,10.13,3.54,0.69,973.43,Single-family residential,20.27,2.21,1419.67,96.14,,,Middelburg,,,
11330,af4cbd0c-b779-424d-a0e6-3602a5471342,SouthAfrica,52.76,28.06,5.44,9122.81,Single-family residential,27.59,3.3,1676.09,172.92,,,Middelburg,,,
11331,f72ff930-53d0-48f4-bfd8-ad4dc5d5beed,SouthAfrica,31.36,5.12,0.99,1441.57,Single-family residential,20.63,,1450.54,45.97,,,Middelburg,,,
11332,8878e100-f1db-4772-bb88-ad6465a14684,SouthAfrica,42.25,21.11,4.1,6483.14,Single-family residential,29.88,4.8,1583,153.45,,,Middelburg,,,
11333,edff7cb9-3ad5-4fa3-9846-022598f17c73,SouthAfrica,193.94,114.2,22.16,31126.26,Single-family residential,23.54,2.94,1404.89,160.5,,,Middelburg,,,
11334,378128f3-fa63-4ce5-bc3c-f1e78cbb38b5,SouthAfrica,174.77,77.76,15.09,21225.04,Single-family residential,22.75,3.38,1406.96,121.44,,,Middelburg,,,
11335,39d2b068-d38e-4a2a-bcd2-5996f4e52dc0,SouthAfrica,187.02,116.11,22.52,34985.25,Single-family residential,19.58,2.82,1553.21,187.07,,,Middelburg,,,
11336,ef07b8fc-4e66-4d3d-a35d-c2699a603a2b,SouthAfrica,16.76,6.4,1.24,1509.68,Single-family residential,23.83,2.93,1215.67,90.06,,,Middelburg,,,
11337,f748fc14-1a58-4477-98dc-d8fb0ada63ef,SouthAfrica,65.15,27.23,5.28,7558.66,Single-family residential,28.7,2.98,1430.93,116.02,,,Middelburg,,,
11338,bb3a7679-a49f-4b03-af00-3b0b3f45eefe,SouthAfrica,9.03,2.97,0.58,955.75,Single-family residential,19.09,,1657,105.82,,,Middelburg,,,
11339,7c0e9ef9-ed67-4e45-bdd3-470fe6982213,SouthAfrica,91.88,56.07,10.88,16440.42,Single-family residential,24.08,2.63,1511.32,178.94,,,Middelburg,,,
11340,dd3f12a6-f595-494e-a671-75bcdc946fdf,SouthAfrica,41.39,19.08,3.7,6154.94,Single-family residential,21.89,,1662.41,148.72,,,Middelburg,,,
11341,30546189-0248-4f78-ac0b-f54a8a1f6429,SouthAfrica,51.3,27.62,5.36,7566.29,Single-family residential,24.4,3.22,1412,147.5,,,Middelburg,,,
11342,622e0da4-659e-4902-b784-2677793321f1,SouthAfrica,52,21.66,4.2,5861.86,Single-family residential,23.06,3.25,1394.83,112.73,,,Middelburg,,,
11343,f4102aa9-acbd-4afc-9586-8857982334d3,SouthAfrica,63.46,23.12,4.48,6554.04,Single-family residential,22.58,2.75,1461.42,103.28,,,Middelburg,,,
11344,cbf13cbb-d536-4f25-9af6-820f093a6d79,SouthAfrica,17.78,7.74,1.5,2574.4,Single-family residential,16.44,,1714,144.78,,,Middelburg,,,
11345,126c5c73-620a-4112-b0cc-1f3ae450b8e1,SouthAfrica,12.45,2.66,0.52,731.06,Single-family residential,24.64,,1417.75,58.72,,,Middelburg,,,
11346,7d0c596e-d2f9-4f96-b26f-89606740df86,SouthAfrica,26.29,11.92,2.31,2780.19,Single-family residential,35.01,,1202.73,105.74,,,Middelburg,,,
11347,8471b4af-ed15-4580-98c5-8937b83d0681,SouthAfrica,39.83,18.73,3.63,5489.08,Single-family residential,23.12,4.03,1511.78,137.81,,,Middelburg,,,
11348,b64202fc-c06a-4582-b411-4179adb14f70,SouthAfrica,26.38,10.34,2.01,2968.8,Single-family residential,26.95,,1480.6,112.56,,,Middelburg,,,
11349,60bb3455-4c0c-4fc2-a3fb-125c7affca0e,SouthAfrica,27.47,13.33,2.59,3156.38,Commercial,22.8,,1221,114.89,,,Middelburg,,,
11350,a9d8e4bf-6860-42af-9690-226849190fa4,SouthAfrica,17.34,7.5,1.46,2210.54,Commercial,18.85,2.16,1518.62,127.49,,,Middelburg,,,
11351,6dc58a83-ec17-42f9-90aa-9ed2ca15924e,SouthAfrica,21.4,9.82,1.9,3308.76,Commercial,21.52,,1737.33,154.61,,,Middelburg,,,
11352,ae3cc771-ead1-4a1a-85a3-8400555d25c1,SouthAfrica,98.18,50.01,9.7,12772.9,Single-family residential,23.92,,1316.54,130.09,,,Middelburg,,,
11353,1cbb5ab5-d5e5-496f-accb-beed2b72e2ed,SouthAfrica,64.52,33.43,6.48,10412.51,Commercial,23.75,2.18,1605.68,161.4,,,Middelburg,,,
11354,62a3688a-df83-4789-af8a-d6f78e0fc2ee,SouthAfrica,45.75,21.19,4.11,6468.52,Single-family residential,18.86,2.57,1573.86,141.39,,,Middelburg,,,
11355,d91ac62d-d3c6-48cc-b4db-65b00366cd3e,SouthAfrica,17.35,5.54,1.07,1312.31,Commercial,28.88,,1221,75.64,,,Middelburg,,,
11356,bbb5163d-83e2-4141-b4ae-ecd7010c9cb3,SouthAfrica,54.18,17.95,3.48,5518.99,Single-family residential,22,2.9,1584.43,101.86,,,Middelburg,,,
11357,0e629000-0bc1-44be-a994-f73816706a63,SouthAfrica,16.24,6.53,1.27,1692,Single-family residential,23.32,,1335.6,104.16,,,Middelburg,,,
11358,478e2ffa-8fc5-4285-8630-d2ef5799bc08,SouthAfrica,17.97,7.6,1.47,1919.24,Single-family residential,22.39,,1301.5,106.81,,,Middelburg,,,
11359,08dd1129-6c14-4924-a668-aa44ea9e4b79,SouthAfrica,15.93,6.37,1.24,1825.26,Single-family residential,24.46,3.33,1477.5,114.57,,,Middelburg,,,
11360,f5c00afe-f292-4d8c-893e-40efb5c4e150,SouthAfrica,20.19,6.82,1.32,1868.41,Single-family residential,28.25,3.08,1412,92.56,,,Middelburg,,,
11361,827edfce-e6b1-483f-b4c3-cba8c2e4448b,SouthAfrica,53.72,20.34,3.95,5227.73,Single-family residential,21.8,3.77,1325.05,97.31,,,Middelburg,,,
11362,0aca9513-153b-4794-a77c-064894b6162a,SouthAfrica,34.92,16.9,3.28,3950.32,Single-family residential,25.28,,1205,113.13,,,Middelburg,,,
11363,4dc9dd2b-0365-49d9-8f88-99734655b968,SouthAfrica,27.52,13.26,2.57,3036.37,Single-family residential,31.28,,1180.08,110.35,,,Middelburg,,,
11364,2d719b44-4963-4d49-9aac-a4075579d6ee,SouthAfrica,8.52,2.73,0.53,935.53,Single-family residential,0,,1765,109.84,,,Middelburg,,,
11365,52f0fbd5-9144-4d34-82ca-7ebf816f5718,SouthAfrica,19.57,8.24,1.6,2672.78,Single-family residential,20.03,2.12,1671.6,136.59,,,Middelburg,,,
11366,a3a07f05-542a-49da-8c83-bd08feadb7a2,SouthAfrica,24.05,8.48,1.65,2449.16,Single-family residential,19.84,,1488.5,101.85,,,Middelburg,,,
11367,9e6fedbb-ea8c-4c88-8ef3-a987e7a18513,SouthAfrica,11.83,4.34,0.84,1229.62,Single-family residential,19.39,,1462.04,103.92,,,Middelburg,,,
11368,a595e984-6471-47f8-8065-5a7358e9f1c0,SouthAfrica,11.88,4.33,0.84,1281.67,Single-family residential,18.22,,1524.2,107.93,,,Middelburg,,,
11369,46fad79f-bf7a-41b3-a553-ae832cd1d963,SouthAfrica,17.7,7.38,1.43,2227.14,Single-family residential,17.05,2.93,1552.5,125.85,,,Middelburg,,,
11370,6cf4e1f3-2849-408d-8cff-1f5ff6041ccd,SouthAfrica,33.73,16.53,3.21,5060.79,Single-family residential,19.73,3.97,1578.56,150.05,,,Middelburg,,,
11371,ce4278ef-0d63-4397-b225-749b368632b3,SouthAfrica,38.05,19.76,3.83,4658.38,Single-family residential,23.21,,1215.29,122.43,,,Middelburg,,,
11372,1dad7e4e-51e2-4547-b7c9-8997149bfca6,SouthAfrica,60.79,25.99,5.04,8032.37,Single-family residential,18.7,2.29,1594.52,132.14,,,Middelburg,,,
11373,d94c675a-439b-4590-a42a-ea3ef36782c1,SouthAfrica,8.6,2.53,0.49,600.12,Single-family residential,20.7,2.74,1221,69.78,,,Middelburg,,,
11374,4af331cc-0ec6-40b7-8bbb-b9db0c38b89f,SouthAfrica,75.07,41.46,8.03,12221.76,Single-family residential,23.97,2.67,1521.11,162.81,,,Middelburg,,,
11375,086ef748-7c1a-4ada-b29a-723b4bcd0151,SouthAfrica,21.3,5.67,1.1,1729.17,Single-family residential,21.47,2.95,1573.05,81.2,,,Middelburg,,,
11376,e63f266b-5b7f-4a71-873d-9638f31857a2,SouthAfrica,177.77,99.54,19.29,25694.04,Single-family residential,26.89,3.4,1331.83,144.54,,,Middelburg,,,
11377,c9b83dad-95bb-4e73-80b0-bd2ae7312124,SouthAfrica,21.81,5.83,1.13,1818.68,Single-family residential,19.01,2.46,1608,83.39,,,Middelburg,,,
11378,636be32c-5c3d-48c5-b381-d3d2a17a610f,SouthAfrica,222.25,132.37,25.7,38269.1,Single-family residential,20.82,2.93,1488.8,172.19,,,Middelburg,,,
11379,3973de35-4c3c-4de7-9f69-dd23b0b407a6,SouthAfrica,161.55,89.87,17.43,29457.51,Single-family residential,22.3,2.14,1689.62,182.34,,,Middelburg,,,
11380,9362158a-c128-44ec-bda2-7285f5c9fa08,SouthAfrica,12.38,4.89,0.95,1632.74,Single-family residential,37.06,2.65,1720,131.94,,,Middelburg,,,
11381,04679956-d0ca-4034-b631-50d82aff1b28,SouthAfrica,33.32,17.14,3.33,5114.38,Single-family residential,23.38,2.12,1537.77,153.48,,,Middelburg,,,
11382,f630a661-0c92-4c7d-951b-35991c848809,SouthAfrica,11.27,0,0,0,Single-family residential,21.99,,,0,,,Middelburg,,,
11383,02c01063-a3ce-4ee3-9332-bc8f1666da1c,SouthAfrica,93.63,53.5,10.38,12586.42,Single-family residential,25.82,2.48,1212.78,134.43,,,Middelburg,,,
11384,98f57243-03a6-4e53-a72b-0e062c3ead81,SouthAfrica,236.78,102.44,19.89,27818.31,Single-family residential,20.3,3.6,1398.38,117.49,,,Middelburg,,,
11385,809fd183-b7d6-42b0-9e7a-0fa9ac5f4ead,SouthAfrica,17.96,7.8,1.51,2569.78,Single-family residential,22.45,,1699.33,143.1,,,Middelburg,,,
11386,a8e4009f-b386-4613-a9bc-231020373dc3,SouthAfrica,34.71,15.02,2.91,4673.31,Single-family residential,21.87,2.15,1603.99,134.63,,,Middelburg,,,
11387,ecb051a3-69c8-47ca-b628-d53a0ffe40f0,SouthAfrica,230.63,131.05,25.42,44086.32,Single-family residential,24.87,4.42,1734,191.16,,,Middelburg,,,
11388,34479ff7-2b03-4563-b901-179405cf83d3,SouthAfrica,23.82,9.66,1.87,3185.28,Single-family residential,23.82,3.15,1700.25,133.75,,,Middelburg,,,
11389,06b2b7ec-a9db-4791-bf89-f4db05f7e8a8,SouthAfrica,37.2,11.66,2.26,3896.63,Single-family residential,37.57,,1722,104.74,,,Middelburg,,,
11390,83b2ef31-1ec7-4934-9ba7-d97954b0f4b2,SouthAfrica,58.4,29.63,5.75,9516.28,Single-family residential,19.22,2.68,1655.77,162.95,,,Middelburg,,,
11391,9183adbe-0022-4755-b1d7-73add2a87811,SouthAfrica,52.63,16.86,3.27,5301.62,Single-family residential,24.6,3.02,1621,100.73,,,Middelburg,,,
11392,ad6c5c88-6050-4039-a211-7b036cb32a56,SouthAfrica,25.99,11.96,2.32,3548.26,Single-family residential,32.87,,1529,136.51,,,Middelburg,,,
11393,c46326ee-36c1-4d88-a1fe-ef054aa56c20,SouthAfrica,52.64,22.54,4.37,6712.76,Single-family residential,24.36,3.44,1535.25,127.53,,,Middelburg,,,
11394,3aa940e5-27af-40b6-a0b3-997407b489d5,SouthAfrica,143.27,76.16,14.79,23485.14,Single-family residential,24.65,3.29,1587.83,163.93,,,Middelburg,,,
11395,71526f1e-6cbe-444b-ae08-7e9ca30bf9a5,SouthAfrica,39.54,14.81,2.87,4658.15,Single-family residential,24,,1621,117.82,,,Middelburg,,,
11396,1b848cc5-bada-4248-9e79-f0390428c37a,SouthAfrica,99.13,40.91,7.94,10172.78,Single-family residential,21.05,3.14,1281.87,102.62,,,Middelburg,,,
11397,040a04d5-dd48-4c98-a783-e5b931d5e667,SouthAfrica,10.25,3.56,0.69,1119.42,Single-family residential,22.74,,1621,109.21,,,Middelburg,,,
11398,ef781695-ca9d-4b86-8bf3-73eff4792571,SouthAfrica,42.21,20.84,4.05,5290.54,Single-family residential,24.79,3.75,1307.09,125.35,,,Middelburg,,,
11399,807a2a25-983b-4139-89ff-73ba39d1089e,SouthAfrica,38.55,17.07,3.31,4832.64,Single-family residential,19.06,,1459.44,125.38,,,Middelburg,,,
11400,b56a983c-177c-4b42-bac3-34150d5f68a7,SouthAfrica,186.88,95.26,18.48,25428.95,Single-family residential,26.14,3.64,1376,136.07,,,Middelburg,,,
11401,af486ae7-43da-444e-a795-875a1337989a,SouthAfrica,11.8,0,0,0,Single-family residential,17.86,,,0,,,Middelburg,,,
11402,d42c0ce0-391b-43ec-9a8b-fbd5cbd55f4b,SouthAfrica,33.68,10.72,2.08,2892.09,Single-family residential,22.8,2.03,1388.7,85.87,,,Middelburg,,,
11403,d0fdf5ca-4549-4f92-a5aa-e710e2fe2f89,SouthAfrica,15.05,3.09,0.6,615.68,Single-family residential,33.23,,1026.8,40.9,,,Middelburg,,,
11404,ec06cec6-e2ff-4333-97c7-2e6799319cba,SouthAfrica,58.03,27.91,5.42,8154.71,Single-family residential,22.6,3.25,1505.92,140.53,,,Middelburg,,,
