OBJECTID,uuid,City,Surface_area,Potential_installable_area,Peak_installable_capacity,Energy_potential_per_year,Assumed_building_type,Estimated_tilt,Estimated_building_height,Estimated_capacity_factor,Estimated_Installation_Efficiency,Unit_installation_price,Date_added,aoi,Roof_quality,solar_panels,Comment
11405,8eac9734-cb1c-46cc-b5b9-e8b97b38915b,SouthAfrica,36.44,15.82,3.07,5167.98,Single-family residential,27.65,,1683.38,141.82,,,Middelburg,,,
11406,e8dd77b1-b23e-438b-979c-e0539a80d36b,SouthAfrica,55.38,28.67,5.56,8767.89,Single-family residential,24.14,3.07,1577.85,158.34,,,Middelburg,,,
11407,e7403c63-d256-4add-8d52-a2fc22e59efd,SouthAfrica,28.36,11.47,2.23,3352.14,Single-family residential,23.14,,1504.73,118.19,,,Middelburg,,,
11408,a626256b-b808-4162-abf8-432d4eed4506,SouthAfrica,176.14,110.35,21.41,34328.47,Single-family residential,19.81,2.61,1603.47,194.9,,,Middelburg,,,
11409,2425af3e-28a8-4195-9b73-a5ee66ff1255,SouthAfrica,31.58,16.38,3.18,5252.66,Single-family residential,24.61,,1652.98,166.32,,,Middelburg,,,
11410,6784e475-f7c0-45ee-b214-57d6242c3b75,SouthAfrica,44.23,18.88,3.66,5022.14,Single-family residential,20.16,2.13,1370.83,113.55,,,Middelburg,,,
11411,3437e47e-3936-4773-a665-be697a3a50dc,SouthAfrica,33.04,16.14,3.13,3997.32,Single-family residential,22.41,,1276.89,120.98,,,Middelburg,,,
11412,fdc67099-401d-40f4-903f-17f0b8ab78d1,SouthAfrica,14.18,5.74,1.11,1341.44,Single-family residential,24.71,2.47,1205,94.58,,,Middelburg,,,
11413,632ed53d-1c24-488c-8438-f54e10a48b19,SouthAfrica,30.46,14.21,2.76,4598.31,Single-family residential,27.47,2.2,1668.05,150.97,,,Middelburg,,,
11414,9bd99add-f0f3-47ae-a242-dcb55cfff18e,SouthAfrica,68.26,35.48,6.88,9973.45,Single-family residential,27.79,2.79,1449.03,146.11,,,Middelburg,,,
11415,7cc02a45-499e-43af-aa7a-e3a3ee8589c1,SouthAfrica,11.16,3.78,0.73,1035.65,Single-family residential,17.68,,1415,92.83,,,Middelburg,,,
11416,8f29f277-3415-4d2a-95e1-3ad1ed8fe9b3,SouthAfrica,57.3,29.79,5.78,10102.68,Single-family residential,23.03,3.02,1748,176.3,,,Middelburg,,,
11417,b69bf0af-b1ef-461e-94d0-a549d3a0981d,SouthAfrica,174.72,89.96,17.45,26336.46,Single-family residential,22.67,3.77,1509.01,150.73,,,Middelburg,,,
11418,2f22c1d3-6339-4af1-a17a-73ea96f56973,SouthAfrica,11.03,3.63,0.7,1153.1,Single-family residential,18.89,,1638.63,104.57,,,Middelburg,,,
11419,e28d2486-9363-40f4-967f-09eb7b8cbdcd,SouthAfrica,13.3,3.92,0.76,1011.1,Single-family residential,24.7,,1329.2,76.01,,,Middelburg,,,
11420,eae2cf14-8526-4187-9071-e37f0b2ca2f3,SouthAfrica,51.38,22.25,4.32,6625.83,Single-family residential,21.4,3.2,1535.25,128.97,,,Middelburg,,,
11421,14157846-6461-4b15-8005-4a2c7e660321,SouthAfrica,22.04,9.15,1.77,2808.03,Single-family residential,20.02,,1582,127.39,,,Middelburg,,,
11422,a5df613a-916a-4de0-98e0-d6553335af26,SouthAfrica,29.98,11.28,2.19,3489.19,Single-family residential,21.16,2.15,1592.73,116.4,,,Middelburg,,,
11423,76f86367-c39b-4d1e-9e35-b644be10a5eb,SouthAfrica,45.72,21.09,4.09,5654.62,Single-family residential,28.76,2.16,1382.29,123.69,,,Middelburg,,,
11424,3e15f010-1a8c-40a9-a305-8ef14c31e841,SouthAfrica,28,13.95,2.71,4316.33,Single-family residential,20.34,2.24,1595.25,154.15,,,Middelburg,,,
11425,095d29b0-0562-4bf5-9454-4f97aee479f2,SouthAfrica,23.94,11.36,2.2,3834.28,Single-family residential,21.18,,1739.66,160.15,,,Middelburg,,,
11426,24fa8b22-0b28-4697-8c59-66d2a4375174,SouthAfrica,220.91,124.79,24.21,33264.37,Single-family residential,28.51,3.11,1374,150.58,,,Middelburg,,,
11427,89ad0fcd-b8a8-4432-b1f0-bf9731e1e938,SouthAfrica,10.24,3.63,0.7,851.78,Single-family residential,23.36,,1210.33,83.22,,,Middelburg,,,
11428,cb008d45-a2ad-4f98-ad50-d3e3a7286048,SouthAfrica,28.45,13.99,2.71,4289.54,Single-family residential,25.13,,1581,150.78,,,Middelburg,,,
11429,fe908060-9b95-43fe-9664-0196b86216af,SouthAfrica,37.99,17.96,3.48,4254.74,Single-family residential,23.2,2.75,1221,111.99,,,Middelburg,,,
11430,396f5648-58c0-46c4-98d7-70502e753e5f,SouthAfrica,9.12,2.93,0.57,897.84,Single-family residential,26.59,,1580,98.45,,,Middelburg,,,
11431,cf1175d9-2657-45d1-a871-4631eb2b1434,SouthAfrica,213,128.63,24.95,43619.45,Single-family residential,21.67,2.61,1748,204.79,,,Middelburg,,,
11432,ee1f73ad-ae91-4191-8b70-4d5f1eb942c9,SouthAfrica,99.1,56.61,10.98,19196.71,Single-family residential,20.37,,1748,193.7,,,Middelburg,,,
11433,b84f6605-74bf-4d3e-8f96-702173a05159,SouthAfrica,8.15,2.55,0.49,596.21,Single-family residential,23.87,2.94,1205,73.16,,,Middelburg,,,
11434,b6088f46-b9c8-42c3-94aa-4cf87e83baca,SouthAfrica,20.69,7.62,1.48,1780.29,Single-family residential,21.06,3.24,1205,86.03,,,Middelburg,,,
11435,636cec81-ad61-4931-bbe0-7617f48a3cde,SouthAfrica,21.78,8.44,1.64,2833.22,Single-family residential,31.42,,1730.25,130.1,,,Middelburg,,,
11436,c63b75b9-23ce-45d7-bc66-ad52f54fd306,SouthAfrica,44.13,17.63,3.42,4939.68,Single-family residential,20.35,2.98,1444.13,111.92,,,Middelburg,,,
11437,d7192f74-471d-4a4f-a065-2e8c489575ad,SouthAfrica,66,28.47,5.52,8454.72,Single-family residential,26.36,2.53,1530.82,128.1,,,Middelburg,,,
11438,bd2a44f9-f098-42d8-9f49-4ded738ee81b,SouthAfrica,68.49,34.84,6.76,8799.44,Single-family residential,20.37,,1301.73,128.48,,,Middelburg,,,
11439,8c77075a-d2d7-4486-982e-b19d53425105,SouthAfrica,53.65,25.58,4.96,7664.12,Single-family residential,23.69,3.64,1544.46,142.85,,,Middelburg,,,
11440,8866c494-c995-41eb-8c97-6364c0c69948,SouthAfrica,17.21,6.82,1.32,2276.7,Single-family residential,34.45,,1720,132.31,,,Middelburg,,,
11441,85e9f621-a091-41f2-b1d5-609e907033d8,SouthAfrica,26.75,10.8,2.09,3467.18,Single-family residential,28.84,2.12,1655.52,129.61,,,Middelburg,,,
11442,89c9bc84-e891-43b0-b70c-77a8e65f8d82,SouthAfrica,15.75,6.6,1.28,1807.12,Single-family residential,20.73,,1412,114.74,,,Middelburg,,,
11443,743b82ee-22a1-4d6b-b70f-d01beab7657b,SouthAfrica,97.07,53.72,10.42,14424.15,Single-family residential,17.16,3.2,1384.14,148.59,,,Middelburg,,,
11444,3204dd9c-5b87-4f7f-a32f-710f190bc7e3,SouthAfrica,45.61,18.99,3.68,6412.75,Single-family residential,29.9,2.96,1740.99,140.61,,,Middelburg,,,
11445,6b6b2e1a-e545-4319-aa7f-36c7fede777c,SouthAfrica,40.41,17.12,3.32,5118.67,Single-family residential,18.24,2.97,1541.62,126.67,,,Middelburg,,,
11446,1417218f-c9ad-494c-8ccd-d5db16aaa9d9,SouthAfrica,16.1,6.67,1.29,1786,Single-family residential,16.4,,1381,110.92,,,Middelburg,,,
11447,95e9c666-45e3-4953-b90d-314113c2ef3d,SouthAfrica,89.25,41.82,8.11,12870.83,Single-family residential,23.6,3.89,1586.42,144.21,,,Middelburg,,,
11448,cfe1ebc0-5f14-46d5-9ca2-f7f8030ec743,SouthAfrica,31.53,15.61,3.03,4995.8,Single-family residential,19.37,2.94,1649.25,158.46,,,Middelburg,,,
11449,1ed0d693-472e-461a-a159-7fa90d38a1e0,SouthAfrica,36.16,18.83,3.65,5078.64,Single-family residential,21.1,,1390.31,140.46,,,Middelburg,,,
11450,a315b509-5918-4719-9f06-5d1c0e6ec193,SouthAfrica,26.4,11.71,2.27,3329.77,Single-family residential,26.57,,1465.91,126.13,,,Middelburg,,,
11451,d7a8857b-8bbb-4c52-b4f9-6918a99e6bae,SouthAfrica,17.23,7.22,1.4,2390.69,Single-family residential,21.12,,1707.71,138.74,,,Middelburg,,,
11452,c5412795-72de-494b-9de8-b081008fa6ad,SouthAfrica,16.84,7.06,1.37,2019.03,Single-family residential,18.76,2.8,1475,119.92,,,Middelburg,,,
11453,4387ae43-9607-4795-ad05-a7a3190465d0,SouthAfrica,43.81,14.74,2.86,4432.32,Single-family residential,19.18,2.58,1549.63,101.16,,,Middelburg,,,
11454,e6884c00-5048-40f0-8133-2687e372b49a,SouthAfrica,22.13,9.08,1.76,2693.63,Single-family residential,23.67,,1529.63,121.71,,,Middelburg,,,
11455,0b86c7a4-f869-4d3f-b468-6c9d5bc3eb03,SouthAfrica,174.67,101.86,19.76,28794.43,Single-family residential,19.92,3.07,1457.18,164.85,,,Middelburg,,,
11456,22a2e6dd-aa73-4957-8cdd-1fd2d6b7d157,SouthAfrica,11.32,3.75,0.73,1224.6,Single-family residential,24.07,,1681.72,108.16,,,Middelburg,,,
11457,4056a277-78db-4284-99b2-3bee8d9fb6b6,SouthAfrica,54.9,25.4,4.93,7365.7,Single-family residential,23.52,2.44,1493.11,134.18,,,Middelburg,,,
11458,cfcb24f6-03ec-429f-9f10-ade3cbc7d944,SouthAfrica,19.53,7.65,1.48,2247.25,Single-family residential,22.54,2,1515,115.05,,,Middelburg,,,
11459,f2da9445-3e4a-4732-a2d2-26e013a696dd,SouthAfrica,46.5,25.4,4.93,7403.85,Single-family residential,20.79,2.01,1502.74,159.22,,,Middelburg,,,
11460,71eb4969-0ed7-46a4-a40d-f7c6ecfb22f5,SouthAfrica,33.75,11.71,2.27,3354.54,Single-family residential,21.58,2.1,1474.94,99.39,,,Middelburg,,,
11461,367392bf-2592-4c2d-8515-cdc109ed34fb,SouthAfrica,84.79,50.38,9.78,16299.16,Single-family residential,20.94,2.15,1665.82,192.23,,,Middelburg,,,
11462,a48c631d-ccf6-444c-b75c-764361ec0131,SouthAfrica,23.37,11.02,2.14,2938.29,Single-family residential,20.18,2.75,1374,125.76,,,Middelburg,,,
11463,636e8e70-e460-433f-bb17-81a2d5b5ab7f,SouthAfrica,59.63,25.54,4.95,7505.38,Single-family residential,21.61,3.17,1516.37,125.88,,,Middelburg,,,
11464,e46fd6a7-3b25-4c82-8a70-34c32102a551,SouthAfrica,12.6,4.48,0.87,1464.56,Single-family residential,15.94,,1688,116.23,,,Middelburg,,,
11465,229cd994-093b-44e8-8ed7-6004f264a2f1,SouthAfrica,103.99,63.69,12.36,17656.76,Single-family residential,15.7,,1429.1,169.79,,,Middelburg,,,
11466,94068064-a45f-47d9-8ffb-d032048ba7e2,SouthAfrica,63.63,34.01,6.6,8032.56,Single-family residential,20.34,3.24,1217.34,126.25,,,Middelburg,,,
11467,5dff08b7-28ae-44a0-8d8a-6ff5d04e8dc1,SouthAfrica,49.42,18.09,3.51,5334.97,Single-family residential,25.3,3.41,1520.06,107.96,,,Middelburg,,,
11468,d86bbafa-981c-4100-baab-1c8b1e43dcbb,SouthAfrica,26.84,12.87,2.5,3947.19,Single-family residential,22.22,,1581,147.05,,,Middelburg,,,
11469,4cc92276-2120-417d-b2aa-85f7e8898021,SouthAfrica,47.25,19.49,3.78,5181.59,Single-family residential,24.53,3.23,1370.23,109.66,,,Middelburg,,,
11470,6c758875-2795-4beb-8fdd-8227a8420db2,SouthAfrica,19.69,6.8,1.32,1975.69,Single-family residential,22.49,,1498.54,100.36,,,Middelburg,,,
11471,ace900b4-8748-40e5-83db-ed2d0fa3a82f,SouthAfrica,76.91,39.2,7.61,12214.4,Single-family residential,18.7,2.98,1606,158.81,,,Middelburg,,,
11472,a0f3f3b7-edbc-4d02-9d5d-497d22b9d98b,SouthAfrica,35.1,15.85,3.07,5287.99,Single-family residential,30.36,,1720,150.65,,,Middelburg,,,
11473,319cc9b1-b4aa-4bec-87a1-3994ff59c001,SouthAfrica,34.36,16.58,3.22,5129.95,Single-family residential,24.48,2.07,1593.14,149.32,,,Middelburg,,,
11474,85b184d8-4454-4252-b87a-2817336547fd,SouthAfrica,85.32,42.56,8.25,11735.59,Single-family residential,21.67,2.24,1422.67,137.55,,,Middelburg,,,
11475,423fd18d-4096-4bff-8235-0b9159ad0dc8,SouthAfrica,108.75,55.18,10.71,16555.22,Single-family residential,18.63,2.02,1546.42,152.23,,,Middelburg,,,
11476,e40b7594-b9d8-4468-86ad-4d3258ac6da5,SouthAfrica,32.28,16.3,3.16,3840.8,Single-family residential,23.64,2.7,1214.33,118.99,,,Middelburg,,,
11477,4e2c4eb7-a5e9-455d-a237-5c9ba938b55b,SouthAfrica,8.41,2.67,0.52,711.92,Single-family residential,20.09,,1374,84.64,,,Middelburg,,,
11478,cdc9e37e-bf8d-4bf9-9b39-6eb4aa9b3c5e,SouthAfrica,54.83,28.9,5.61,8034.66,Single-family residential,26.31,,1433.27,146.53,,,Middelburg,,,
11479,7b5ef762-729a-4737-9276-7ed27b0d0f35,SouthAfrica,23.13,9.92,1.92,3343.24,Single-family residential,24.03,3.03,1737.33,144.57,,,Middelburg,,,
11480,d366a647-a53d-4aa6-9b9b-95c4ae6f932d,SouthAfrica,33.27,15.07,2.92,4414.86,Single-family residential,19.59,2.8,1510.47,132.71,,,Middelburg,,,
11481,6d3481d3-0ac2-4142-8b98-67a10a05c527,SouthAfrica,28.66,14.02,2.72,4244.89,Single-family residential,20.12,,1561.01,148.14,,,Middelburg,,,
11482,e25d5ac4-ba54-4ad9-b360-edcead5392a7,SouthAfrica,81.71,40.47,7.85,11491.39,Single-family residential,29.93,,1463.79,140.64,,,Middelburg,,,
11483,3b3c0fa1-ffa6-4817-a65e-de9ae9b835c3,SouthAfrica,22.25,10.28,2,2739.32,Single-family residential,23.88,2.19,1371.91,123.12,,,Middelburg,,,
11484,5eb2624c-708a-4dfb-869b-69f6ca25295b,SouthAfrica,39.11,20.54,3.99,5796.88,Single-family residential,20.62,2.02,1453.46,148.23,,,Middelburg,,,
11485,e0865eec-3ab0-4910-bfeb-6106d73fc588,SouthAfrica,53.46,26.07,5.06,7322.39,Single-family residential,27.73,3.08,1447.9,136.98,,,Middelburg,,,
11486,5c843b83-b969-4c79-a4b6-3137b7de6cb0,SouthAfrica,28.52,14.55,2.82,4811.41,Single-family residential,17.59,,1704,168.73,,,Middelburg,,,
11487,ec02a081-f249-4e1c-a8ae-68667539046a,SouthAfrica,32.88,16.72,3.24,5307.65,Single-family residential,27.6,,1635.96,161.45,,,Middelburg,,,
11488,5c08bf3e-0ee6-4226-b2c7-333ae94d14ca,SouthAfrica,27.81,3.47,0.67,1025.05,Single-family residential,29.79,2.11,1522.83,36.86,,,Middelburg,,,
11489,f8ec3a65-e4c9-41ee-bf8f-7cb3fcad6914,SouthAfrica,10.94,0,0,0,Single-family residential,0,,,0,,,Middelburg,,,
11490,ea35bdf7-ff89-4ecc-8686-8dab19603f41,SouthAfrica,13.46,5.34,1.04,1474.03,Single-family residential,32.62,,1422.2,109.5,,,Middelburg,,,
11491,65d1a39b-267f-4845-b5ae-e7deeb4409c5,SouthAfrica,12.28,4.46,0.86,1357.49,Single-family residential,24.81,,1569.67,110.58,,,Middelburg,,,
11492,18de7307-8015-4f63-9f97-f8641719e6f9,SouthAfrica,15.21,6.02,1.17,1784.46,Single-family residential,30.63,,1529,117.32,,,Middelburg,,,
11493,cc87f8f8-00c3-48f9-8956-c8e6e468995b,SouthAfrica,16.27,6.83,1.33,1989.68,Single-family residential,16.84,2.73,1500.17,122.26,,,Middelburg,,,
11494,7f9e0941-be83-449e-be7b-c3e9f6c368e1,SouthAfrica,8.51,0,0,0,Single-family residential,28.52,,,0,,,Middelburg,,,
11495,b1212fe5-8fa8-4589-ba3b-c43abcb3dde3,SouthAfrica,64.03,31.64,6.13,8835.4,Single-family residential,25.67,2.19,1440.92,137.99,,,Middelburg,,,
11496,cb0cb061-3109-49da-9eaa-822330e19dac,SouthAfrica,52.25,21.12,4.1,5980.21,Single-family residential,24.17,3.4,1459.56,114.45,,,Middelburg,,,
11497,65341c17-581f-49e2-97bd-d074b32bd2d0,SouthAfrica,42.2,21.06,4.09,5842.78,Single-family residential,23.83,3.19,1428.68,138.45,,,Middelburg,,,
11498,b9560f76-0488-4c8c-8c21-ed159778d739,SouthAfrica,39.5,20.63,4,5695.01,Single-family residential,21.25,2,1424.3,144.18,,,Middelburg,,,
11499,6e10cd36-8407-4177-945b-f0565fe6663e,SouthAfrica,27.13,13.08,2.54,4188.62,Single-family residential,18.38,,1649.23,154.42,,,Middelburg,,,
11500,52ff8e4d-1a07-4102-a7ba-941de0550095,SouthAfrica,36.92,13.53,2.62,3699.15,Single-family residential,20.92,,1409.28,100.19,,,Middelburg,,,
11501,b16a1b7b-d7f4-44ae-843a-ad60c256c718,SouthAfrica,31.51,14.09,2.74,4259.15,Single-family residential,26.89,,1556.77,135.16,,,Middelburg,,,
11502,2cacf2ee-dd5c-4408-8137-f4320ba913e7,SouthAfrica,260.32,149.8,29.03,40416.43,Single-family residential,24.2,3.49,1392.08,155.26,,,Middelburg,,,
11503,0ce2a4cc-84f5-4ba1-babf-866df3d331cc,SouthAfrica,48.68,24.13,4.68,6583.34,Single-family residential,20.91,3.51,1406.27,135.23,,,Middelburg,,,
11504,0115aa7b-81a5-4151-b0c5-902d055d6ae7,SouthAfrica,40.82,20.16,3.91,6436.87,Single-family residential,23.8,,1645.78,157.71,,,Middelburg,,,
11505,04b9045b-ca02-4478-9906-23e3ae63df9a,SouthAfrica,29.99,7.62,1.48,2091.83,Single-family residential,22.35,,1415,69.75,,,Middelburg,,,
11506,e7373dfe-fee9-4238-8807-2fc695d0014d,SouthAfrica,46.54,25.58,4.96,8447.65,Single-family residential,28.34,,1702.25,181.51,,,Middelburg,,,
11507,fb2fac36-1c4f-40dd-8a5e-b1b850362b51,SouthAfrica,16.68,6.94,1.35,2264.47,Single-family residential,28.43,2.98,1681.72,135.73,,,Middelburg,,,
11508,8e4d5cf1-6ba1-456e-a46d-d88b353b170b,SouthAfrica,38.88,18.31,3.55,5188.14,Single-family residential,27.54,,1460.65,133.46,,,Middelburg,,,
11509,2c965ffa-3eaf-480f-a9af-ca49f465d131,SouthAfrica,20.58,8.64,1.68,2710.79,Single-family residential,20.94,2.64,1618,131.74,,,Middelburg,,,
11510,f588510e-477d-4a17-8c7a-0d085ec0d73d,SouthAfrica,21.63,5.45,1.06,1470.03,Single-family residential,17.63,,1390,67.97,,,Middelburg,,,
11511,30bb66f4-2da0-45e4-a828-a0d6cfe3ce4b,SouthAfrica,45.3,18.12,3.51,5260.52,Single-family residential,18.96,2.89,1496.65,116.13,,,Middelburg,,,
11512,0ee23fb6-2328-4cd0-ab28-5551eaad3d0a,SouthAfrica,20.92,9.09,1.76,2304.07,Single-family residential,20.25,2.97,1306.4,110.12,,,Middelburg,,,
11513,15b872c2-6ddd-4c52-b624-da63f49b777b,SouthAfrica,65.62,33.21,6.45,10508.5,Single-family residential,22.73,2.39,1629.59,160.15,,,Middelburg,,,
11514,e23a572f-2923-41c9-a6f8-adff156b32e1,SouthAfrica,24.7,9.85,1.91,2315.15,Single-family residential,23.02,,1211,93.75,,,Middelburg,,,
11515,d19e52d9-a759-4b99-b214-bb1d318c872c,SouthAfrica,213.85,133.75,25.95,35480.59,Single-family residential,26.21,2.99,1367.45,165.92,,,Middelburg,,,
11516,bbe2dc9d-0692-41ff-96d6-ab32f3c02282,SouthAfrica,26.01,12.52,2.43,3292.97,Single-family residential,25.18,,1355.4,126.62,,,Middelburg,,,
11517,0bb51212-2d5a-459f-8c33-33d91138de18,SouthAfrica,30.77,15.51,3.01,5024.52,Single-family residential,24.6,3.94,1670,163.27,,,Middelburg,,,
11518,fb6108ba-b964-4c18-87b5-2a2b58450174,SouthAfrica,30.82,14.64,2.84,4274.66,Single-family residential,18.15,2.37,1503.23,138.69,,,Middelburg,,,
11519,e1b3d41a-ebaa-428c-8dd6-0db78c4938b8,SouthAfrica,28.27,14.26,2.77,4790.52,Single-family residential,24.71,,1732,169.48,,,Middelburg,,,
11520,1f1f89eb-4ae3-4f59-932d-b588f57b3e3b,SouthAfrica,81.19,35.86,6.96,11024.95,Single-family residential,22.33,3.9,1584.58,135.79,,,Middelburg,,,
11521,e3d22027-b9e0-49e1-bd93-89bc7caae9a6,SouthAfrica,10.7,3.78,0.73,1280.51,Single-family residential,22.05,2.25,1748,119.63,,,Middelburg,,,
11522,eb3214dd-d4b8-4e83-81c1-b179e0826b95,SouthAfrica,162.27,75.66,14.68,19311.58,Single-family residential,24.36,2.93,1315.65,119.01,,,Middelburg,,,
11523,15771eb5-8c78-40d9-9249-3a9a2fe33e60,SouthAfrica,35.8,18.51,3.59,5173.26,Single-family residential,21.71,,1440.33,144.5,,,Middelburg,,,
11524,01a617fc-9dc9-41f7-bd9d-f1c1061829d3,SouthAfrica,16.83,6.47,1.26,1959.46,Single-family residential,19.18,,1560,116.39,,,Middelburg,,,
11525,3e7901ae-9e62-4bc4-a8e8-52873f97e78c,SouthAfrica,64.94,32.7,6.34,8287.56,Single-family residential,22.63,2.69,1306.4,127.62,,,Middelburg,,,
11526,07d6fd6a-78ff-436c-a8f3-299273ffd9e8,SouthAfrica,39.59,15.69,3.04,4478.02,Single-family residential,24.23,2.99,1471.23,113.1,,,Middelburg,,,
11527,01d3f9af-b880-42f1-b86a-b2d5d2f496e5,SouthAfrica,97.56,50.41,9.79,14834.08,Single-family residential,24.85,2.12,1515.4,152.05,,,Middelburg,,,
11528,0c6dc6c7-43f7-4a6f-a4f2-91776e913295,SouthAfrica,48.61,20.39,3.96,5101.71,Single-family residential,22.64,,1289.5,104.95,,,Middelburg,,,
11529,c0960e6d-f1a7-4fbe-811f-b9be54bf5cf5,SouthAfrica,17.51,7.31,1.42,2278.56,Single-family residential,19.76,2.06,1606,130.15,,,Middelburg,,,
11530,76d50424-d9cf-4b0f-9588-eaaa0dd2991f,SouthAfrica,14.31,5.62,1.09,1703.98,Single-family residential,23.23,,1561.6,119.08,,,Middelburg,,,
11531,41bb815c-66c7-46d9-a83a-4ed5820aab7f,SouthAfrica,11.38,4.19,0.81,1272.66,Single-family residential,20.97,,1566.5,111.88,,,Middelburg,,,
11532,7558c3e7-d0bc-4774-81e6-9425e8e76b7b,SouthAfrica,7.37,2.19,0.42,677.64,Single-family residential,15.28,,1596.67,91.93,,,Middelburg,,,
11533,2979f7a8-be55-405c-99f8-840fa24aa7d5,SouthAfrica,61.63,35,6.79,10365.29,Single-family residential,19.74,,1526.65,168.2,,,Middelburg,,,
11534,8ed00049-6ff9-43f7-915e-4af089542ce5,SouthAfrica,29.29,13.74,2.66,4029.17,Single-family residential,22.79,2.77,1512.07,137.57,,,Middelburg,,,
11535,753e075d-a7c3-44f9-b760-d3b00ed7a7e8,SouthAfrica,45.52,20.99,4.07,5008.05,Single-family residential,31.71,,1230.08,110.01,,,Middelburg,,,
11536,9593e8c0-f97c-424d-b2ca-b1b56ff5cb78,SouthAfrica,58.26,28.68,5.57,7129.27,Single-family residential,21.66,,1280.07,122.37,,,Middelburg,,,
11537,d96de1ed-36ac-433e-89eb-4b3bcf443a20,SouthAfrica,66.1,32.92,6.39,8100.53,Single-family residential,21.47,2.62,1268.32,122.54,,,Middelburg,,,
11538,1b3db2f3-dd83-4a70-ad90-5545dfc59c41,SouthAfrica,22.17,10.13,1.97,3348.69,Single-family residential,16.66,2.99,1704,151.04,,,Middelburg,,,
11539,10296e61-1c2e-4cfe-8c4d-b5cd60428961,SouthAfrica,21.56,9.65,1.87,2883.93,Single-family residential,21.92,2.47,1541.1,133.79,,,Middelburg,,,
11540,5f31f8aa-9a1d-4db2-a446-94db3dd9347a,SouthAfrica,27.91,7.17,1.39,1776.76,Single-family residential,23.88,,1276.08,63.67,,,Middelburg,,,
11541,4f9e7c96-7c59-4684-beb7-5d697a86ef53,SouthAfrica,67.04,34.78,6.75,11225.47,Single-family residential,20.92,,1663.89,167.46,,,Middelburg,,,
11542,4502ed65-7bf1-42a7-958a-61c5f47f3ad8,SouthAfrica,176.32,94.8,18.39,23973.32,Single-family residential,22.36,2.57,1303.53,135.97,,,Middelburg,,,
11543,8f002949-157b-475a-a5e5-fdd29149105a,SouthAfrica,36.27,18.25,3.54,5009,Single-family residential,21.04,,1415,138.09,,,Middelburg,,,
11544,0cbbc6c9-2438-4ad7-af26-6094d1d3bc9a,SouthAfrica,9.69,3.2,0.62,1053.55,Single-family residential,26.1,,1698.25,108.77,,,Middelburg,,,
11545,40b2978b-eb04-4ca6-94d2-0c2f0cc3e39d,SouthAfrica,33.11,13.24,2.57,3848.96,Single-family residential,21,,1498.2,116.26,,,Middelburg,,,
11546,fc5cefd1-afbc-416c-a2ac-b7d89665ac99,SouthAfrica,48.25,26.13,5.07,7121.95,Single-family residential,26.04,2.13,1405.09,147.61,,,Middelburg,,,
11547,bc147ee2-ea36-49c8-a942-6a88f7c48c31,SouthAfrica,14.69,5.84,1.13,1628.53,Single-family residential,16.1,,1437,110.89,,,Middelburg,,,
11548,2ae2251f-e290-460e-956e-b44a15380293,SouthAfrica,83.13,31.74,6.16,9102.63,Single-family residential,26.12,,1478.13,109.51,,,Middelburg,,,
11549,258eaaa8-10af-4538-9605-3736829c12c6,SouthAfrica,24.64,11.23,2.18,3435.25,Single-family residential,22.57,,1577.18,139.41,,,Middelburg,,,
11550,a3a149d7-5a24-4714-aaaa-e2a9b71a204b,SouthAfrica,79.74,27.74,5.38,8026.53,Single-family residential,20.29,2.02,1491.22,100.66,,,Middelburg,,,
11551,3bec3e24-e0f2-4a17-85d5-21e6c14d50df,SouthAfrica,45.79,22.15,4.3,6718.27,Single-family residential,19.61,3.38,1563.38,146.72,,,Middelburg,,,
11552,c7162373-86ef-4530-9367-edbcc87464ec,SouthAfrica,10.94,3.97,0.77,964.27,Single-family residential,29.21,,1251.25,88.12,,,Middelburg,,,
11553,5d6c83d4-5123-4cb8-ad6a-031ac16be318,SouthAfrica,39.51,18.43,3.58,4786.79,Single-family residential,20.91,,1338.46,121.16,,,Middelburg,,,
11554,04cc8374-7f2e-4eb2-8758-b0ef3446ffaa,SouthAfrica,18.7,6.52,1.26,1546.84,Industrial,27.24,,1223,82.72,,,Middelburg,,,
11555,aa621599-6ef8-4a24-9978-60988f81db09,SouthAfrica,12.86,4.34,0.84,1458.65,Single-family residential,24.6,,1732,113.38,,,Middelburg,,,
11556,61d4cc4a-1342-4278-9867-42ebce1b6fb6,SouthAfrica,17.99,7.7,1.49,1890.1,Single-family residential,23.13,,1264.75,105.06,,,Middelburg,,,
11557,e8dbffdb-f50a-45ac-98a0-0716ab450861,SouthAfrica,14.16,5.62,1.09,1635.82,Single-family residential,23.44,,1500.37,115.49,,,Middelburg,,,
11558,3070a44c-3b56-4832-99b9-554fc99def23,SouthAfrica,45.38,21.91,4.25,6811.57,Single-family residential,23.88,,1602.51,150.12,,,Middelburg,,,
11559,5d6e8faf-7355-4b9c-9765-3b46b2045a65,SouthAfrica,24.83,10.46,2.03,2729.61,Single-family residential,24.78,,1346.22,109.95,,,Middelburg,,,
11560,3c5d3d34-9f43-48eb-b41c-46ac9a85f6fe,SouthAfrica,45.43,20.73,4.02,5989.87,Single-family residential,21.57,,1490.64,131.84,,,Middelburg,,,
11561,99838623-68d7-4214-b18e-59be422e0706,SouthAfrica,79.38,38.92,7.56,11241.57,Single-family residential,23.16,3.92,1487.32,141.63,,,Middelburg,,,
